index,property_type,room_type,accommodates,year_month,active_listings_rate,min_price_active,max_price_active,median_price_active,avg_price_active,distinct_hosts,superhost_rate,avg_review_score_active,active_listings,inactive_listings,total_stays,avg_estimated_revenue_per_active,pct_change_active_listings,pct_change_inactive_listings
3642,Room in boutique hotel,Hotel room,1,2020-12,100.0,84.0,171.0,99.0,107.8,8.0,25.0,92.5,10.0,0.0,137.0,1293.1,-9.090909090909093,
3643,Room in boutique hotel,Hotel room,1,2021-01,100.0,45.0,126.0,89.0,89.0,8.0,25.0,93.0,10.0,0.0,97.0,602.6,0.0,
3644,Room in boutique hotel,Hotel room,1,2021-02,100.0,84.0,133.0,110.0,108.7,8.0,25.0,93.0,10.0,0.0,67.0,580.9,0.0,
3645,Room in boutique hotel,Hotel room,1,2021-03,100.0,84.0,149.0,111.5,110.9,8.0,25.0,93.0,10.0,0.0,70.0,621.9,0.0,
3646,Room in boutique hotel,Hotel room,1,2021-04,100.0,78.0,154.0,113.0,112.1,8.0,25.0,93.2,10.0,0.0,74.0,712.5,0.0,
3647,Room in boutique hotel,Hotel room,2,2020-08,100.0,61.0,2185.0,118.43,219.83655555555558,26.0,30.76923076923077,92.50769230769231,90.0,0.0,373.0,1870.677444444444,,
3648,Room in boutique hotel,Hotel room,2,2020-09,100.0,60.0,1693.0,129.0,213.72719101123596,25.0,32.0,92.73846153846154,89.0,0.0,485.0,2035.9408988764044,-1.1111111111111072,
3649,Room in boutique hotel,Hotel room,2,2020-10,100.0,65.0,1085.0,129.0,207.78333333333336,23.0,34.78260869565217,92.609375,87.0,0.0,585.0,1736.4389655172415,-2.2471910112359605,
3650,Room in boutique hotel,Hotel room,2,2020-11,100.0,76.0,1156.0,131.0,204.1764705882353,23.0,34.78260869565217,92.6923076923077,85.0,0.0,390.0,1268.9882352941177,-2.298850574712641,
3651,Room in boutique hotel,Hotel room,2,2020-12,100.0,99.0,1213.0,159.0,237.6951219512195,22.0,31.818181818181817,92.7936507936508,82.0,0.0,862.0,2783.621951219512,-3.529411764705881,
3652,Room in boutique hotel,Hotel room,2,2021-01,100.0,75.0,921.0,142.5,206.1904761904762,23.0,30.434782608695656,92.55384615384615,84.0,0.0,619.0,1785.1309523809523,2.4390243902439046,
3653,Room in boutique hotel,Hotel room,2,2021-02,100.0,92.0,1113.0,149.0,217.26506024096386,23.0,30.434782608695656,92.0909090909091,83.0,0.0,468.0,1322.8915662650602,-1.1904761904761862,
3654,Room in boutique hotel,Hotel room,2,2021-03,100.0,100.0,1270.0,147.0,225.96385542168676,23.0,30.434782608695656,92.1044776119403,83.0,0.0,473.0,1584.5301204819277,0.0,
3655,Room in boutique hotel,Hotel room,2,2021-04,100.0,84.0,1299.0,161.0,243.3294117647059,23.0,30.434782608695656,91.98507462686567,85.0,0.0,544.0,1836.9058823529413,2.4096385542168752,
3656,Room in boutique hotel,Hotel room,3,2020-08,100.0,79.0,290.0,148.0,156.0,13.0,23.076923076923077,94.41666666666667,16.0,0.0,149.0,1767.5625,,
3657,Room in boutique hotel,Hotel room,3,2020-09,100.0,66.86,280.0,163.0,161.1906666666667,12.0,25.0,96.27272727272727,15.0,0.0,160.0,1930.1813333333334,-6.25,
3658,Room in boutique hotel,Hotel room,3,2020-10,100.0,86.0,338.0,146.0,170.0,12.0,25.0,96.45454545454545,15.0,0.0,211.0,2725.133333333333,0.0,
3659,Room in boutique hotel,Hotel room,3,2020-11,100.0,87.0,348.0,158.0,176.4,12.0,25.0,96.81818181818181,15.0,0.0,163.0,2070.733333333333,0.0,
3660,Room in boutique hotel,Hotel room,3,2020-12,100.0,122.0,383.0,181.5,192.21428571428572,11.0,18.181818181818183,95.2,14.0,0.0,263.0,3399.6428571428573,-6.666666666666665,
3661,Room in boutique hotel,Hotel room,3,2021-01,100.0,90.0,300.0,160.0,166.92857142857142,11.0,18.181818181818183,95.3,14.0,0.0,140.0,1606.642857142857,0.0,
3662,Room in boutique hotel,Hotel room,3,2021-02,100.0,116.0,410.0,165.0,199.33333333333334,12.0,25.0,95.4,15.0,0.0,93.0,1097.0,7.14285714285714,
3663,Room in boutique hotel,Hotel room,3,2021-03,100.0,114.0,453.0,174.0,214.78571428571428,11.0,27.27272727272727,95.44444444444444,14.0,0.0,65.0,916.5,-6.666666666666665,
3664,Room in boutique hotel,Hotel room,3,2021-04,100.0,90.0,456.0,183.0,214.93333333333334,12.0,25.0,94.9,15.0,0.0,118.0,1722.0666666666666,7.14285714285714,
3665,Room in boutique hotel,Hotel room,4,2020-08,100.0,110.0,429.0,169.5,188.625,7.0,28.57142857142857,93.28571428571429,8.0,0.0,44.0,875.125,,
3666,Room in boutique hotel,Hotel room,4,2020-09,100.0,117.0,429.0,166.0,200.0,7.0,28.57142857142857,93.28571428571429,8.0,0.0,14.0,479.0,0.0,
3667,Room in boutique hotel,Hotel room,4,2020-10,100.0,118.0,421.0,169.0,203.875,7.0,28.57142857142857,93.28571428571429,8.0,0.0,45.0,912.5,0.0,
3668,Room in boutique hotel,Hotel room,4,2020-11,100.0,118.0,586.0,201.0,253.77777777777777,7.0,28.57142857142857,93.14285714285714,9.0,0.0,42.0,1161.7777777777778,12.5,
3669,Room in boutique hotel,Hotel room,4,2020-12,100.0,136.0,670.0,218.0,280.22222222222223,7.0,28.57142857142857,93.14285714285714,9.0,0.0,149.0,5163.777777777777,0.0,
3670,Room in boutique hotel,Hotel room,4,2021-01,100.0,122.0,760.0,219.0,286.3333333333333,7.0,28.57142857142857,93.0,9.0,0.0,50.0,1597.0,0.0,
3671,Room in boutique hotel,Hotel room,4,2021-02,100.0,143.0,727.0,227.0,281.1111111111111,7.0,28.57142857142857,93.0,9.0,0.0,48.0,1788.4444444444443,0.0,
3672,Room in boutique hotel,Hotel room,4,2021-03,100.0,147.0,799.0,250.5,337.8,8.0,37.5,93.0,10.0,0.0,119.0,5034.4,11.111111111111116,
3673,Room in boutique hotel,Hotel room,4,2021-04,100.0,150.0,799.0,245.0,330.77777777777777,8.0,37.5,91.83333333333333,9.0,0.0,95.0,4778.777777777777,-9.999999999999998,
3674,Room in boutique hotel,Hotel room,6,2020-08,100.0,188.0,188.0,188.0,188.0,1.0,100.0,96.0,1.0,0.0,3.0,564.0,,
3675,Room in boutique hotel,Hotel room,6,2020-09,100.0,189.0,189.0,189.0,189.0,1.0,100.0,96.0,1.0,0.0,2.0,378.0,0.0,
3676,Room in boutique hotel,Hotel room,6,2020-10,100.0,213.0,213.0,213.0,213.0,1.0,100.0,95.0,1.0,0.0,8.0,1704.0,0.0,
3677,Room in boutique hotel,Hotel room,6,2020-11,100.0,214.0,214.0,214.0,214.0,1.0,100.0,96.0,1.0,0.0,9.0,1926.0,0.0,
3678,Room in boutique hotel,Hotel room,6,2020-12,100.0,249.0,249.0,249.0,249.0,1.0,100.0,96.0,1.0,0.0,14.0,3486.0,0.0,
3679,Room in boutique hotel,Hotel room,6,2021-01,100.0,234.0,234.0,234.0,234.0,1.0,100.0,96.0,1.0,0.0,0.0,0.0,0.0,
3680,Room in boutique hotel,Hotel room,6,2021-02,100.0,247.0,247.0,247.0,247.0,1.0,100.0,96.0,1.0,0.0,3.0,741.0,0.0,
3681,Room in boutique hotel,Hotel room,6,2021-03,100.0,313.0,313.0,313.0,313.0,1.0,100.0,97.0,1.0,0.0,7.0,2191.0,0.0,
3682,Room in boutique hotel,Hotel room,6,2021-04,100.0,336.0,336.0,336.0,336.0,1.0,100.0,95.0,1.0,0.0,3.0,1008.0,0.0,
3683,Room in boutique hotel,Private room,1,2020-08,100.0,50.0,103.0,76.0,78.42857142857143,7.0,28.57142857142857,92.6,7.0,0.0,123.0,1347.0,,
3684,Room in boutique hotel,Private room,1,2020-09,100.0,50.0,104.0,75.0,78.71428571428571,7.0,28.57142857142857,92.6,7.0,0.0,114.0,1219.2857142857142,0.0,
3685,Room in boutique hotel,Private room,1,2020-10,100.0,47.0,99.0,85.0,82.14285714285714,7.0,28.57142857142857,92.6,7.0,0.0,156.0,1806.7142857142858,0.0,
3686,Room in boutique hotel,Private room,1,2020-11,100.0,41.0,105.0,85.0,81.71428571428571,7.0,28.57142857142857,92.4,7.0,0.0,98.0,1050.5714285714287,0.0,
3687,Room in boutique hotel,Private room,1,2020-12,100.0,45.0,125.0,93.5,94.125,8.0,37.5,93.33333333333333,8.0,0.0,156.0,1749.625,14.28571428571428,
3688,Room in boutique hotel,Private room,1,2021-01,100.0,50.0,130.0,93.0,92.0,8.0,37.5,93.16666666666667,8.0,0.0,92.0,877.25,0.0,
3689,Room in boutique hotel,Private room,1,2021-02,100.0,50.0,127.0,87.0,93.5,8.0,37.5,93.16666666666667,8.0,0.0,161.0,1718.5,0.0,
3690,Room in boutique hotel,Private room,1,2021-03,100.0,50.0,138.0,111.0,103.33333333333333,6.0,50.0,91.8,6.0,0.0,101.0,1670.0,-25.0,
3691,Room in boutique hotel,Private room,1,2021-04,100.0,40.0,146.0,99.0,98.14285714285714,7.0,42.857142857142854,89.83333333333333,7.0,0.0,112.0,1301.0,16.666666666666675,
3692,Room in boutique hotel,Private room,2,2020-08,100.0,49.0,395.0,119.0,140.83144578313252,28.0,32.142857142857146,93.43333333333334,83.0,0.0,628.0,943.5098795180724,,
3693,Room in boutique hotel,Private room,2,2020-09,100.0,45.0,407.0,119.0,141.79764705882351,29.0,31.03448275862069,92.70491803278688,85.0,0.0,693.0,1060.3976470588236,2.4096385542168752,
3694,Room in boutique hotel,Private room,2,2020-10,100.0,45.0,503.0,125.5,152.24468085106383,29.0,31.03448275862069,93.13235294117646,94.0,0.0,1025.0,1597.7847872340428,10.588235294117654,
3695,Room in boutique hotel,Private room,2,2020-11,100.0,45.0,532.0,130.0,159.30526315789473,29.0,31.03448275862069,93.05882352941177,95.0,0.0,780.0,1209.421052631579,1.0638297872340496,
3696,Room in boutique hotel,Private room,2,2020-12,100.0,45.0,635.0,147.0,175.35922330097088,31.0,35.483870967741936,93.65333333333334,103.0,0.0,1423.0,2366.8155339805826,8.421052631578952,
3697,Room in boutique hotel,Private room,2,2021-01,100.0,39.0,504.0,141.0,159.88235294117646,31.0,35.483870967741936,93.51315789473684,102.0,0.0,1117.0,1532.6078431372548,-0.9708737864077666,
3698,Room in boutique hotel,Private room,2,2021-02,100.0,39.0,510.0,157.0,179.56565656565655,30.0,36.666666666666664,93.88157894736842,99.0,0.0,932.0,1473.8989898989898,-2.941176470588236,
3699,Room in boutique hotel,Private room,2,2021-03,100.0,45.0,645.0,177.0,194.5979381443299,29.0,37.93103448275862,93.53947368421052,97.0,0.0,923.0,1635.8247422680413,-2.020202020202022,
3700,Room in boutique hotel,Private room,2,2021-04,100.0,41.0,653.0,170.0,190.15463917525773,29.0,37.93103448275862,93.44871794871794,97.0,0.0,1119.0,2127.8350515463917,0.0,
3701,Room in boutique hotel,Private room,3,2020-08,100.0,63.0,279.0,105.0,148.7058823529412,10.0,10.0,82.44444444444444,17.0,0.0,153.0,1254.1764705882354,,
3702,Room in boutique hotel,Private room,3,2020-09,100.0,61.0,314.0,140.0,165.58823529411765,10.0,10.0,82.44444444444444,17.0,0.0,172.0,1673.6470588235295,0.0,
3703,Room in boutique hotel,Private room,3,2020-10,100.0,65.0,371.0,149.0,184.96647058823532,10.0,10.0,82.44444444444444,17.0,0.0,200.0,1948.8823529411766,0.0,
3704,Room in boutique hotel,Private room,3,2020-11,100.0,71.0,413.0,196.5,210.64285714285714,9.0,11.11111111111111,82.44444444444444,14.0,0.0,73.0,1384.642857142857,-17.647058823529417,
3705,Room in boutique hotel,Private room,3,2020-12,100.0,91.0,500.0,185.0,235.8,10.0,20.0,84.6,15.0,0.0,159.0,3253.6,7.14285714285714,
3706,Room in boutique hotel,Private room,3,2021-01,100.0,88.0,413.0,182.5,213.5,10.0,20.0,84.81818181818181,16.0,0.0,182.0,2644.5625,6.666666666666665,
3707,Room in boutique hotel,Private room,3,2021-02,100.0,87.0,393.0,219.0,212.5625,10.0,20.0,84.63636363636364,16.0,0.0,111.0,1849.0,0.0,
3708,Room in boutique hotel,Private room,3,2021-03,100.0,87.0,498.0,210.5,240.125,10.0,20.0,86.0,16.0,0.0,166.0,3017.25,0.0,
3709,Room in boutique hotel,Private room,3,2021-04,100.0,100.0,504.0,217.5,246.5625,10.0,20.0,87.3076923076923,16.0,0.0,125.0,1881.25,0.0,
3710,Room in boutique hotel,Private room,4,2020-08,100.0,105.0,240.0,173.5,161.66666666666666,8.0,12.5,97.33333333333333,12.0,0.0,64.0,580.25,,
3711,Room in boutique hotel,Private room,4,2020-09,100.0,84.0,253.0,168.0,168.65923076923076,9.0,11.11111111111111,97.33333333333333,13.0,0.0,75.0,814.4284615384615,8.333333333333325,
3712,Room in boutique hotel,Private room,4,2020-10,100.0,98.0,346.0,168.0,193.30769230769232,9.0,11.11111111111111,94.42857142857143,13.0,0.0,95.0,1192.8461538461538,0.0,
3713,Room in boutique hotel,Private room,4,2020-11,100.0,103.0,346.0,218.0,217.45454545454547,8.0,12.5,94.71428571428571,11.0,0.0,37.0,688.4545454545455,-15.384615384615385,
3714,Room in boutique hotel,Private room,4,2020-12,100.0,118.0,330.0,229.0,218.63636363636363,8.0,12.5,94.28571428571429,11.0,0.0,128.0,2672.5454545454545,0.0,
3715,Room in boutique hotel,Private room,4,2021-01,100.0,109.0,330.0,181.0,196.72727272727272,8.0,12.5,94.14285714285714,11.0,0.0,150.0,2985.181818181818,0.0,
3716,Room in boutique hotel,Private room,4,2021-02,100.0,141.0,330.0,241.0,239.8181818181818,8.0,12.5,95.0,11.0,0.0,108.0,2649.5454545454545,0.0,
3717,Room in boutique hotel,Private room,4,2021-03,100.0,109.0,330.0,254.0,228.0909090909091,8.0,12.5,94.25,11.0,0.0,132.0,3152.909090909091,0.0,
3718,Room in boutique hotel,Private room,4,2021-04,100.0,144.0,330.0,258.0,234.63636363636363,8.0,12.5,94.88888888888889,11.0,0.0,106.0,2417.2727272727275,0.0,
3719,Room in boutique hotel,Private room,5,2020-08,100.0,134.71,255.0,194.85500000000002,194.85500000000002,2.0,0.0,50.0,2.0,0.0,1.0,67.355,,
3720,Room in boutique hotel,Private room,5,2020-09,100.0,159.0,268.0,213.5,213.5,2.0,0.0,50.0,2.0,0.0,4.0,318.0,0.0,
3721,Room in boutique hotel,Private room,5,2020-10,100.0,159.0,285.0,222.0,222.0,2.0,0.0,50.0,2.0,0.0,1.0,79.5,0.0,
3722,Room in boutique hotel,Private room,5,2020-11,100.0,162.0,375.0,268.5,268.5,2.0,0.0,50.0,2.0,0.0,1.0,81.0,0.0,
3723,Room in boutique hotel,Private room,5,2020-12,100.0,163.0,375.0,269.0,269.0,2.0,0.0,50.0,2.0,0.0,22.0,3913.0,0.0,
3724,Room in boutique hotel,Private room,5,2021-01,100.0,164.0,375.0,269.5,269.5,2.0,0.0,65.0,2.0,0.0,30.0,5625.0,0.0,
3725,Room in boutique hotel,Private room,5,2021-02,100.0,161.0,375.0,268.0,268.0,2.0,0.0,65.0,2.0,0.0,60.0,8040.0,0.0,
3726,Room in boutique hotel,Private room,5,2021-03,100.0,176.0,375.0,275.5,275.5,2.0,0.0,65.0,2.0,0.0,27.0,4963.0,0.0,
3727,Room in boutique hotel,Private room,5,2021-04,100.0,191.0,375.0,283.0,283.0,2.0,0.0,65.0,2.0,0.0,20.0,3658.0,0.0,
3728,Room in boutique hotel,Private room,6,2020-08,100.0,170.0,465.0,290.0,308.3333333333333,3.0,33.33333333333333,89.66666666666667,3.0,0.0,5.0,775.0,,
3729,Room in boutique hotel,Private room,6,2020-09,100.0,180.0,408.0,305.0,297.6666666666667,3.0,33.33333333333333,89.66666666666667,3.0,0.0,21.0,2020.0,0.0,
3730,Room in boutique hotel,Private room,6,2020-10,100.0,213.0,465.0,325.0,334.3333333333333,3.0,33.33333333333333,89.66666666666667,3.0,0.0,38.0,3323.3333333333335,0.0,
3731,Room in boutique hotel,Private room,6,2020-11,100.0,257.0,415.0,411.0,361.0,3.0,33.33333333333333,89.66666666666667,3.0,0.0,37.0,3529.0,0.0,
3732,Room in boutique hotel,Private room,6,2020-12,100.0,231.0,415.0,323.0,323.0,2.0,0.0,85.0,2.0,0.0,44.0,6370.0,-33.333333333333336,
3733,Room in boutique hotel,Private room,6,2021-01,100.0,236.0,415.0,325.5,325.5,2.0,0.0,85.0,2.0,0.0,60.0,9765.0,0.0,
3734,Room in boutique hotel,Private room,6,2021-02,100.0,277.0,467.0,415.0,386.3333333333333,3.0,33.33333333333333,85.0,3.0,0.0,62.0,7231.333333333333,50.0,
3735,Room in boutique hotel,Private room,6,2021-03,100.0,277.0,420.0,415.0,370.6666666666667,3.0,33.33333333333333,90.0,3.0,0.0,63.0,7345.0,0.0,
3736,Room in boutique hotel,Private room,6,2021-04,100.0,239.0,415.0,400.0,351.3333333333333,3.0,33.33333333333333,89.0,3.0,0.0,50.0,5151.666666666667,0.0,
3737,Room in boutique hotel,Private room,16,2020-08,100.0,857.0,857.0,857.0,857.0,1.0,0.0,100.0,1.0,0.0,30.0,25710.0,,
3738,Room in boutique hotel,Private room,16,2020-09,100.0,857.0,857.0,857.0,857.0,1.0,0.0,100.0,1.0,0.0,30.0,25710.0,0.0,
3739,Room in boutique hotel,Private room,16,2020-10,100.0,857.0,857.0,857.0,857.0,1.0,0.0,100.0,1.0,0.0,30.0,25710.0,0.0,
3740,Room in heritage hotel (india),Hotel room,2,2020-08,100.0,79.0,79.0,79.0,79.0,1.0,0.0,75.0,1.0,0.0,0.0,0.0,,
3741,Room in hostel,Hotel room,1,2020-08,100.0,22.0,50.0,41.0,39.083333333333336,5.0,0.0,80.9090909090909,12.0,0.0,8.0,27.5,,
3742,Room in hostel,Hotel room,1,2020-09,100.0,17.0,50.0,50.0,39.69230769230769,6.0,0.0,80.16666666666667,13.0,0.0,23.0,77.38461538461539,8.333333333333325,
3743,Room in hostel,Hotel room,1,2020-10,100.0,31.0,50.0,50.0,42.15384615384615,6.0,0.0,80.16666666666667,13.0,0.0,47.0,164.46153846153845,0.0,
3744,Room in hostel,Hotel room,1,2020-11,100.0,30.0,50.0,50.0,42.30769230769231,6.0,0.0,80.25,13.0,0.0,35.0,97.46153846153847,0.0,
3745,Room in hostel,Hotel room,1,2020-12,100.0,32.0,351.0,50.0,91.66666666666667,5.0,0.0,79.0909090909091,12.0,0.0,40.0,181.66666666666666,-7.692307692307687,
3746,Room in hostel,Hotel room,1,2021-01,100.0,32.0,402.0,50.0,103.0,5.0,0.0,79.0909090909091,12.0,0.0,186.0,1538.0,0.0,
3747,Room in hostel,Hotel room,1,2021-02,100.0,32.0,50.0,50.0,45.0,5.0,0.0,79.18181818181819,12.0,0.0,40.0,125.83333333333333,0.0,
3748,Room in hostel,Hotel room,1,2021-03,100.0,32.0,58.0,50.0,46.0,5.0,0.0,79.18181818181819,12.0,0.0,67.0,228.83333333333334,0.0,
3749,Room in hostel,Hotel room,1,2021-04,100.0,36.0,60.0,50.0,46.083333333333336,5.0,0.0,79.18181818181819,12.0,0.0,63.0,226.5,0.0,
3750,Room in hostel,Hotel room,2,2020-08,100.0,50.0,112.0,65.0,74.26666666666667,7.0,0.0,88.5,15.0,0.0,54.0,373.06666666666666,,
3751,Room in hostel,Hotel room,2,2020-09,100.0,65.0,120.0,67.5,78.21428571428571,6.0,0.0,91.85714285714286,14.0,0.0,32.0,211.57142857142858,-6.666666666666665,
3752,Room in hostel,Hotel room,2,2020-10,100.0,65.0,112.0,67.5,80.85714285714286,6.0,0.0,91.42857142857143,14.0,0.0,146.0,835.7142857142857,0.0,
3753,Room in hostel,Hotel room,2,2020-11,100.0,65.0,112.0,67.5,79.42857142857143,6.0,0.0,91.71428571428571,14.0,0.0,103.0,680.4285714285714,0.0,
3754,Room in hostel,Hotel room,2,2020-12,100.0,65.0,127.0,65.0,82.76923076923077,5.0,0.0,92.5,13.0,0.0,127.0,929.1538461538462,-7.14285714285714,
3755,Room in hostel,Hotel room,2,2021-01,100.0,65.0,125.0,65.0,79.84615384615384,5.0,0.0,92.5,13.0,0.0,65.0,392.84615384615387,0.0,
3756,Room in hostel,Hotel room,2,2021-02,100.0,65.0,125.0,65.0,81.0,5.0,0.0,89.28571428571429,14.0,0.0,49.0,326.2857142857143,7.692307692307687,
3757,Room in hostel,Hotel room,2,2021-03,100.0,65.0,125.0,65.0,81.57142857142857,5.0,0.0,89.28571428571429,14.0,0.0,43.0,308.07142857142856,0.0,
3758,Room in hostel,Hotel room,2,2021-04,100.0,65.0,134.0,65.0,83.71428571428571,5.0,0.0,89.28571428571429,14.0,0.0,48.0,386.14285714285717,0.0,
3759,Room in hostel,Hotel room,3,2020-08,100.0,88.0,100.0,94.0,94.0,2.0,0.0,87.0,2.0,0.0,1.0,44.0,,
3760,Room in hostel,Hotel room,3,2020-09,100.0,88.0,100.0,94.0,94.0,2.0,0.0,87.0,2.0,0.0,1.0,50.0,0.0,
3761,Room in hostel,Hotel room,3,2020-10,100.0,97.0,100.0,98.5,98.5,2.0,0.0,87.0,2.0,0.0,4.0,195.5,0.0,
3762,Room in hostel,Hotel room,3,2020-11,100.0,95.0,100.0,97.5,97.5,2.0,0.0,87.0,2.0,0.0,2.0,97.5,0.0,
3763,Room in hostel,Hotel room,3,2020-12,100.0,100.0,170.0,135.0,135.0,2.0,0.0,87.0,2.0,0.0,33.0,1790.0,0.0,
3764,Room in hostel,Hotel room,3,2021-01,100.0,100.0,103.0,101.5,101.5,2.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,
3765,Room in hostel,Hotel room,3,2021-02,100.0,100.0,181.0,140.5,140.5,2.0,0.0,90.0,2.0,0.0,5.0,452.5,0.0,
3766,Room in hostel,Hotel room,3,2021-03,100.0,92.0,100.0,96.0,96.0,2.0,0.0,90.0,2.0,0.0,2.0,96.0,0.0,
3767,Room in hostel,Hotel room,3,2021-04,100.0,92.0,120.0,106.0,106.0,2.0,0.0,90.0,2.0,0.0,4.0,198.0,0.0,
3768,Room in hostel,Hotel room,4,2020-08,100.0,80.0,161.0,128.0,123.0,3.0,0.0,76.66666666666667,3.0,0.0,11.0,491.3333333333333,,
3769,Room in hostel,Hotel room,4,2020-09,100.0,80.0,161.0,128.0,123.0,3.0,0.0,76.66666666666667,3.0,0.0,18.0,779.0,0.0,
3770,Room in hostel,Hotel room,4,2020-10,100.0,80.0,161.0,128.0,123.0,3.0,0.0,76.66666666666667,3.0,0.0,12.0,523.0,0.0,
3771,Room in hostel,Hotel room,4,2020-11,100.0,80.0,161.0,128.0,123.0,3.0,0.0,76.66666666666667,3.0,0.0,32.0,1387.3333333333333,0.0,
3772,Room in hostel,Hotel room,4,2020-12,100.0,35.0,161.0,80.0,92.0,3.0,0.0,78.0,3.0,0.0,22.0,970.6666666666666,0.0,
3773,Room in hostel,Hotel room,4,2021-01,100.0,30.0,161.0,80.0,90.33333333333333,3.0,0.0,77.0,3.0,0.0,31.0,441.0,0.0,
3774,Room in hostel,Hotel room,4,2021-02,100.0,30.0,161.0,80.0,90.33333333333333,3.0,0.0,77.0,3.0,0.0,24.0,807.6666666666666,0.0,
3775,Room in hostel,Hotel room,4,2021-03,100.0,32.0,161.0,80.0,91.0,3.0,0.0,77.0,3.0,0.0,16.0,858.6666666666666,0.0,
3776,Room in hostel,Hotel room,4,2021-04,100.0,35.0,202.0,80.0,105.66666666666667,3.0,0.0,77.0,3.0,0.0,10.0,673.3333333333334,0.0,
3777,Room in hostel,Hotel room,5,2020-08,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,1.0,178.0,,
3778,Room in hostel,Hotel room,5,2020-09,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,1.0,178.0,0.0,
3779,Room in hostel,Hotel room,5,2020-10,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,2.0,356.0,0.0,
3780,Room in hostel,Hotel room,5,2020-11,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,1.0,178.0,0.0,
3781,Room in hostel,Hotel room,5,2020-12,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,18.0,3204.0,0.0,
3782,Room in hostel,Hotel room,5,2021-01,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,4.0,712.0,0.0,
3783,Room in hostel,Hotel room,5,2021-02,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,4.0,712.0,0.0,
3784,Room in hostel,Hotel room,5,2021-03,100.0,178.0,178.0,178.0,178.0,1.0,0.0,80.0,1.0,0.0,5.0,890.0,0.0,
3785,Room in hostel,Hotel room,5,2021-04,100.0,194.0,194.0,194.0,194.0,1.0,0.0,80.0,1.0,0.0,1.0,194.0,0.0,
3786,Room in hotel,Hotel room,1,2020-08,100.0,43.0,43.0,43.0,43.0,1.0,100.0,87.5,2.0,0.0,2.0,43.0,,
3787,Room in hotel,Hotel room,1,2020-09,100.0,51.0,51.0,51.0,51.0,1.0,100.0,87.5,2.0,0.0,2.0,51.0,0.0,
3788,Room in hotel,Hotel room,1,2020-10,100.0,45.0,45.0,45.0,45.0,1.0,100.0,87.5,2.0,0.0,2.0,45.0,0.0,
3789,Room in hotel,Hotel room,1,2020-11,100.0,45.0,45.0,45.0,45.0,1.0,100.0,87.5,2.0,0.0,26.0,585.0,0.0,
3790,Room in hotel,Hotel room,1,2020-12,100.0,51.0,51.0,51.0,51.0,1.0,100.0,87.5,2.0,0.0,2.0,51.0,0.0,
3791,Room in hotel,Hotel room,1,2021-01,100.0,51.0,51.0,51.0,51.0,1.0,100.0,87.5,2.0,0.0,2.0,51.0,0.0,
3792,Room in hotel,Hotel room,1,2021-02,100.0,51.0,51.0,51.0,51.0,1.0,100.0,87.5,2.0,0.0,2.0,51.0,0.0,
3793,Room in hotel,Hotel room,1,2021-03,100.0,51.0,51.0,51.0,51.0,1.0,100.0,87.5,2.0,0.0,31.0,790.5,0.0,
3794,Room in hotel,Hotel room,1,2021-04,100.0,51.0,51.0,51.0,51.0,1.0,100.0,87.5,2.0,0.0,2.0,51.0,0.0,
3795,Room in hotel,Hotel room,2,2020-08,100.0,45.0,269.0,118.0,112.6,5.0,20.0,91.92307692307692,15.0,0.0,46.0,211.4,,
3796,Room in hotel,Hotel room,2,2020-09,100.0,55.0,157.0,91.5,97.0,3.0,33.33333333333333,92.1,12.0,0.0,44.0,267.9166666666667,-19.999999999999996,
3797,Room in hotel,Hotel room,2,2020-10,100.0,47.0,157.0,86.5,92.5,3.0,33.33333333333333,92.1,12.0,0.0,163.0,1563.0,0.0,
3798,Room in hotel,Hotel room,2,2020-11,100.0,47.0,154.0,86.5,92.25,3.0,33.33333333333333,92.1,12.0,0.0,133.0,1436.3333333333333,0.0,
3799,Room in hotel,Hotel room,2,2020-12,100.0,55.0,145.0,89.0,91.41666666666667,3.0,33.33333333333333,92.1,12.0,0.0,108.0,983.5833333333334,0.0,
3800,Room in hotel,Hotel room,2,2021-01,100.0,48.0,215.0,113.0,100.38461538461539,4.0,25.0,92.18181818181819,13.0,0.0,73.0,729.0769230769231,8.333333333333325,
3801,Room in hotel,Hotel room,2,2021-02,100.0,48.0,219.0,99.0,99.38461538461539,4.0,25.0,92.18181818181819,13.0,0.0,75.0,870.6923076923077,0.0,
3802,Room in hotel,Hotel room,2,2021-03,100.0,48.0,135.0,105.0,89.6923076923077,4.0,25.0,92.27272727272727,13.0,0.0,54.0,438.6923076923077,0.0,
3803,Room in hotel,Hotel room,2,2021-04,100.0,52.0,135.0,105.0,90.23076923076923,4.0,25.0,92.27272727272727,13.0,0.0,107.0,794.2307692307693,0.0,
3804,Room in hotel,Hotel room,3,2020-08,100.0,130.0,173.0,157.0,153.33333333333334,2.0,0.0,70.0,3.0,0.0,0.0,0.0,,
